dataset_group,fold,evaluation,dataset,classifier,Macro_F1,Accuracy,Precision_macro,Recall_macro,ROC_AUC,inner_fold
covid,3,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,XGBoost,0.4169722367731796,0.6037735849056604,0.41046511627906973,0.4259615384615385,0.5557692307692308,4.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,CatBoost,0.4745538664904164,0.7169811320754716,0.5025510204081632,0.5009615384615385,0.6865384615384615,5.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,XGBoost,0.5069767441860465,0.6981132075471698,0.5232919254658386,0.5144230769230769,0.591346153846154,5.0
covid,3,train_synthetic_test_real_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.5820183486238533,0.746268656716418,0.6398305084745763,0.5776470588235294,0.6494117647058824,
covid,3,train_synthetic_test_real_cv,Fixed_Sep_medium_sep0.5_anchor0.0,XGBoost,0.5705128205128205,0.7014925373134329,0.5811965811965812,0.5670588235294117,0.6176470588235294,
covid,3,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.5090909090909091,0.7037037037037037,0.5258358662613982,0.5159474671669794,0.6848030018761726,1.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,XGBoost,0.6004228329809725,0.7407407407407407,0.6222222222222222,0.5928705440900564,0.6341463414634146,1.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.6142857142857143,0.7037037037037037,0.6142857142857143,0.6142857142857143,0.7196428571428571,2.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,XGBoost,0.5304347826086957,0.6851851851851852,0.5444444444444444,0.5321428571428571,0.6767857142857143,2.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.5315656565656566,0.7358490566037735,0.5854166666666667,0.539423076923077,0.698076923076923,3.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,XGBoost,0.5190562613430127,0.7169811320754716,0.549645390070922,0.5269230769230769,0.7749999999999999,3.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.5069767441860465,0.6981132075471698,0.5232919254658386,0.5144230769230769,0.6442307692307693,4.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,XGBoost,0.5411255411255411,0.6981132075471698,0.553030303030303,0.5403846153846154,0.6230769230769231,4.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.3977272727272727,0.660377358490566,0.3645833333333333,0.4375,0.6326923076923077,5.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,XGBoost,0.5190562613430127,0.7169811320754716,0.549645390070922,0.5269230769230769,0.6961538461538461,5.0
covid,3,train_synthetic_test_real_cv,Fixed_Sep_high_sep1.0_anchor0.0,CatBoost,0.5819376026272578,0.7164179104477612,0.5992424242424242,0.5770588235294117,0.7094117647058824,
covid,3,train_synthetic_test_real_cv,Fixed_Sep_high_sep1.0_anchor0.0,XGBoost,0.5664705882352942,0.6716417910447762,0.5664705882352942,0.5664705882352942,0.6588235294117647,
covid,3,synthetic_only_internal_cv,Fixed_Sep_high_sep1.0_anchor0.0,CatBoost,0.625,0.7407407407407407,0.6342494714587738,0.6191369606003753,0.8386491557223263,1.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_high_sep1.0_anchor0.0,XGBoost,0.6616867469879518,0.7592592592592593,0.6666666666666667,0.6575984990619137,0.8142589118198873,1.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_high_sep1.0_anchor0.0,CatBoost,0.5575903614457831,0.6851851851851852,0.56553911205074,0.5553571428571429,0.6607142857142857,2.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_high_sep1.0_anchor0.0,XGBoost,0.5440900562851783,0.6666666666666666,0.5476190476190476,0.5428571428571429,0.7214285714285714,2.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_high_sep1.0_anchor0.0,CatBoost,0.7705627705627706,0.8490566037735849,0.8207070707070707,0.7442307692307693,0.9346153846153846,3.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_high_sep1.0_anchor0.0,XGBoost,0.7132034632034632,0.8113207547169812,0.7537878787878788,0.6932692307692307,0.8903846153846153,3.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_high_sep1.0_anchor0.0,CatBoost,0.81679012345679,0.8679245283018868,0.8262195121951219,0.8086538461538462,0.8750000000000001,4.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_high_sep1.0_anchor0.0,XGBoost,0.8384146341463414,0.8867924528301887,0.8614718614718615,0.8211538461538461,0.9019230769230769,4.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_high_sep1.0_anchor0.0,CatBoost,0.7306910569105691,0.8113207547169812,0.7467532467532467,0.7192307692307692,0.7730769230769231,5.0
covid,3,synthetic_only_internal_cv,Fixed_Sep_high_sep1.0_anchor0.0,XGBoost,0.6074074074074074,0.7169811320754716,0.6107723577235773,0.6048076923076923,0.7365384615384616,5.0
covid,3,train_synthetic_test_real_cv,Fixed_Anchor_low_sep0.0_anchor0.25,CatBoost,0.510551948051948,0.7313432835820896,0.5790322580645162,0.5288235294117647,0.6341176470588235,
covid,3,train_synthetic_test_real_cv,Fixed_Anchor_low_sep0.0_anchor0.25,XGBoost,0.5013709361535448,0.7164179104477612,0.5437158469945355,0.5188235294117647,0.6705882352941176,
covid,3,synthetic_only_internal_cv,Fixed_Anchor_low_sep0.0_anchor0.25,CatBoost,0.5090909090909091,0.7037037037037037,0.5258358662613982,0.5159474671669794,0.5909943714821764,1.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_low_sep0.0_anchor0.25,XGBoost,0.5304347826086957,0.6851851851851852,0.5363636363636364,0.5300187617260788,0.575984990619137,1.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_low_sep0.0_anchor0.25,CatBoost,0.5704545454545454,0.7407407407407407,0.6354166666666667,0.5696428571428571,0.6053571428571429,2.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_low_sep0.0_anchor0.25,XGBoost,0.5090909090909091,0.7037037037037037,0.5416666666666666,0.5214285714285715,0.6,2.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_low_sep0.0_anchor0.25,CatBoost,0.4613821138211382,0.6226415094339622,0.45995670995671,0.46442307692307694,0.4403846153846154,3.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_low_sep0.0_anchor0.25,XGBoost,0.35915808329601434,0.49056603773584906,0.36908783783783783,0.35096153846153844,0.35961538461538467,3.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_low_sep0.0_anchor0.25,CatBoost,0.39080459770114945,0.6415094339622641,0.3617021276595745,0.425,0.44423076923076926,4.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_low_sep0.0_anchor0.25,XGBoost,0.4453488372093023,0.660377358490566,0.4409937888198757,0.4634615384615385,0.4721153846153846,4.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_low_sep0.0_anchor0.25,CatBoost,0.4847222222222222,0.7358490566037735,0.5466666666666666,0.5134615384615384,0.5230769230769231,5.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_low_sep0.0_anchor0.25,XGBoost,0.4745538664904164,0.7169811320754716,0.5025510204081632,0.5009615384615385,0.5211538461538462,5.0
covid,3,train_synthetic_test_real_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,CatBoost,0.6134615384615385,0.7313432835820896,0.628917378917379,0.6064705882352941,0.7294117647058823,
covid,3,train_synthetic_test_real_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,XGBoost,0.625944170771757,0.746268656716418,0.65,0.6164705882352941,0.7447058823529411,
covid,3,synthetic_only_internal_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,CatBoost,0.4764059469941823,0.7222222222222222,0.505,0.50187617260788,0.5947467166979361,1.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,XGBoost,0.5209934949733885,0.7222222222222222,0.5520833333333334,0.5281425891181989,0.6435272045028142,1.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,CatBoost,0.5090909090909091,0.7037037037037037,0.5416666666666666,0.5214285714285715,0.5964285714285715,2.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,XGBoost,0.4862579281183932,0.6666666666666666,0.4945652173913043,0.49642857142857144,0.5642857142857143,2.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,CatBoost,0.5686046511627907,0.7358490566037735,0.6055900621118012,0.5653846153846154,0.6673076923076924,3.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,XGBoost,0.5835515976951283,0.7169811320754716,0.5953488372093023,0.5788461538461538,0.7673076923076922,3.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,CatBoost,0.5315656565656566,0.7358490566037735,0.5854166666666667,0.539423076923077,0.6711538461538462,4.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,XGBoost,0.5831820931639443,0.7547169811320755,0.6436170212765957,0.5778846153846154,0.7,4.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,CatBoost,0.6146728354263054,0.7924528301886793,0.7729591836734694,0.6028846153846154,0.5192307692307692,5.0
covid,3,synthetic_only_internal_cv,Fixed_Anchor_medium_sep0.0_anchor0.5,XGBoost,0.5984848484848485,0.7358490566037735,0.6199494949494949,0.5913461538461539,0.6000000000000001,5.0
covid,3,train_synthetic_test_real_cv,Fixed_Balanced_low_sep0.25_anchor0.25,CatBoost,0.625944170771757,0.746268656716418,0.65,0.6164705882352941,0.7011764705882353,
covid,3,train_synthetic_test_real_cv,Fixed_Balanced_low_sep0.25_anchor0.25,XGBoost,0.6699507389162561,0.7761194029850746,0.7007575757575758,0.6558823529411765,0.668235294117647,
covid,3,synthetic_only_internal_cv,Fixed_Balanced_low_sep0.25_anchor0.25,CatBoost,0.6,0.7777777777777778,0.6979591836734693,0.5909943714821764,0.6529080675422139,1.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_low_sep0.25_anchor0.25,XGBoost,0.5333333333333333,0.7407407407407407,0.5877551020408163,0.5403377110694184,0.624765478424015,1.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_low_sep0.25_anchor0.25,CatBoost,0.5090909090909091,0.7037037037037037,0.5416666666666666,0.5214285714285715,0.6473214285714286,2.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_low_sep0.25_anchor0.25,XGBoost,0.4477272727272727,0.6666666666666666,0.44791666666666663,0.4732142857142857,0.7258928571428572,2.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_low_sep0.25_anchor0.25,CatBoost,0.49523809523809526,0.6792452830188679,0.5027777777777778,0.5019230769230769,0.6096153846153847,3.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_low_sep0.25_anchor0.25,XGBoost,0.5069767441860465,0.6981132075471698,0.5232919254658386,0.5144230769230769,0.6115384615384615,3.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_low_sep0.25_anchor0.25,CatBoost,0.5152439024390244,0.660377358490566,0.5173160173160173,0.5153846153846154,0.4634615384615385,4.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_low_sep0.25_anchor0.25,XGBoost,0.4358543417366947,0.6415094339622641,0.42916666666666664,0.4509615384615384,0.47692307692307695,4.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_low_sep0.25_anchor0.25,CatBoost,0.5835515976951283,0.7169811320754716,0.5953488372093023,0.5788461538461538,0.6951923076923077,5.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_low_sep0.25_anchor0.25,XGBoost,0.4781997187060478,0.6037735849056604,0.47893772893772896,0.47788461538461535,0.6644230769230769,5.0
covid,3,train_synthetic_test_real_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,CatBoost,0.643282179768243,0.746268656716418,0.6556603773584906,0.6358823529411765,0.6270588235294117,
covid,3,train_synthetic_test_real_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,XGBoost,0.5894607843137255,0.7014925373134329,0.5942307692307692,0.5864705882352941,0.6576470588235294,
covid,3,synthetic_only_internal_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,CatBoost,0.4477272727272727,0.6666666666666666,0.44376899696048633,0.4652908067542214,0.6435272045028143,1.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,XGBoost,0.4477272727272727,0.6666666666666666,0.44376899696048633,0.4652908067542214,0.6172607879924953,1.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,CatBoost,0.5848610289769367,0.7592592592592593,0.6877551020408164,0.5821428571428571,0.60625,2.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,XGBoost,0.5704545454545454,0.7407407407407407,0.6354166666666667,0.5696428571428571,0.6973214285714286,2.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,CatBoost,0.6302325581395349,0.7735849056603774,0.687888198757764,0.6163461538461539,0.6826923076923077,3.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,XGBoost,0.5984848484848485,0.7358490566037735,0.6199494949494949,0.5913461538461539,0.7336538461538461,3.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,CatBoost,0.5315656565656566,0.7358490566037735,0.5854166666666667,0.539423076923077,0.6884615384615385,4.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,XGBoost,0.5835515976951283,0.7169811320754716,0.5953488372093023,0.5788461538461538,0.7057692307692307,4.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,CatBoost,0.46464646464646464,0.6981132075471698,0.475,0.4884615384615385,0.7134615384615385,5.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_medium_sep0.5_anchor0.25,XGBoost,0.5190562613430127,0.7169811320754716,0.549645390070922,0.5269230769230769,0.6596153846153846,5.0
covid,3,train_synthetic_test_real_cv,Fixed_Balanced_high_sep1.0_anchor0.5,CatBoost,0.6180618061806181,0.7164179104477612,0.6207107843137255,0.6158823529411764,0.748235294117647,
covid,3,train_synthetic_test_real_cv,Fixed_Balanced_high_sep1.0_anchor0.5,XGBoost,0.6326754385964912,0.7014925373134329,0.6273291925465838,0.6447058823529412,0.7164705882352941,
covid,3,synthetic_only_internal_cv,Fixed_Balanced_high_sep1.0_anchor0.5,CatBoost,0.8480300187617261,0.8888888888888888,0.8480300187617261,0.8480300187617261,0.8724202626641652,1.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_high_sep1.0_anchor0.5,XGBoost,0.7321428571428572,0.8148148148148148,0.7484143763213531,0.7204502814258912,0.8705440900562852,1.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_high_sep1.0_anchor0.5,CatBoost,0.6318181818181818,0.7777777777777778,0.7291666666666666,0.6178571428571429,0.9267857142857142,2.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_high_sep1.0_anchor0.5,XGBoost,0.6748768472906403,0.7962962962962963,0.7613981762917933,0.6535714285714286,0.9125,2.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_high_sep1.0_anchor0.5,CatBoost,0.6768292682926829,0.7735849056603774,0.6893939393939394,0.6682692307692308,0.7865384615384616,3.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_high_sep1.0_anchor0.5,XGBoost,0.6390780513357779,0.7547169811320755,0.6569767441860466,0.6298076923076923,0.7769230769230769,3.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_high_sep1.0_anchor0.5,CatBoost,0.6229674796747967,0.7358490566037735,0.6320346320346321,0.6173076923076923,0.7538461538461538,4.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_high_sep1.0_anchor0.5,XGBoost,0.6229674796747967,0.7358490566037735,0.6320346320346321,0.6173076923076923,0.7288461538461539,4.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_high_sep1.0_anchor0.5,CatBoost,0.7120987654320987,0.7924528301886793,0.7184959349593496,0.7067307692307692,0.8076923076923077,5.0
covid,3,synthetic_only_internal_cv,Fixed_Balanced_high_sep1.0_anchor0.5,XGBoost,0.7863860277653381,0.8301886792452831,0.7719594594594594,0.8096153846153846,0.8230769230769232,5.0
covid,4,train_real_test_real_cv,Real,CatBoost,0.5705128205128205,0.7014925373134329,0.5811965811965812,0.5670588235294117,0.6764705882352942,
covid,4,train_real_test_real_cv,Real,XGBoost,0.5936657681940701,0.7313432835820896,0.6201298701298701,0.5870588235294117,0.6164705882352941,
covid,4,train_synthetic_test_real_cv,Standard_CTGAN,CatBoost,0.4582210242587601,0.6417910447761194,0.45698051948051943,0.4688235294117647,0.39058823529411757,
covid,4,train_synthetic_test_real_cv,Standard_CTGAN,XGBoost,0.4416666666666667,0.6716417910447762,0.4380952380952381,0.46941176470588236,0.4435294117647059,
covid,4,synthetic_only_internal_cv,Standard_CTGAN,CatBoost,0.46964285714285714,0.5925925925925926,0.4795454545454545,0.4861111111111111,0.5138888888888888,1.0
covid,4,synthetic_only_internal_cv,Standard_CTGAN,XGBoost,0.5521606285464863,0.6481481481481481,0.5761099365750528,0.5555555555555556,0.5,1.0
covid,4,synthetic_only_internal_cv,Standard_CTGAN,CatBoost,0.4578786556089044,0.5740740740740741,0.4619450317124736,0.4722222222222222,0.4567901234567901,2.0
covid,4,synthetic_only_internal_cv,Standard_CTGAN,XGBoost,0.4578786556089044,0.5740740740740741,0.4619450317124736,0.4722222222222222,0.45679012345679015,2.0
covid,4,synthetic_only_internal_cv,Standard_CTGAN,CatBoost,0.3614457831325301,0.5660377358490566,0.3191489361702128,0.4166666666666667,0.3790849673202615,3.0
covid,4,synthetic_only_internal_cv,Standard_CTGAN,XGBoost,0.35365853658536583,0.5471698113207547,0.31521739130434784,0.4027777777777778,0.43137254901960786,3.0
covid,4,synthetic_only_internal_cv,Standard_CTGAN,CatBoost,0.4169722367731796,0.6037735849056604,0.4131205673758865,0.45996732026143794,0.3251633986928105,4.0
covid,4,synthetic_only_internal_cv,Standard_CTGAN,XGBoost,0.4394230769230769,0.5849056603773585,0.44065656565656564,0.4616013071895425,0.42810457516339867,4.0
covid,4,synthetic_only_internal_cv,Standard_CTGAN,CatBoost,0.5490371697268249,0.6415094339622641,0.5619918699186992,0.5498366013071896,0.5392156862745098,5.0
covid,4,synthetic_only_internal_cv,Standard_CTGAN,XGBoost,0.5815789473684211,0.660377358490566,0.5932692307692308,0.579248366013072,0.5261437908496732,5.0
covid,4,train_synthetic_test_real_cv,SepAware_VariedGrid_Best,CatBoost,0.620242914979757,0.6865671641791045,0.6156565656565657,0.6347058823529412,0.6717647058823529,
covid,4,train_synthetic_test_real_cv,SepAware_VariedGrid_Best,XGBoost,0.5958562811434566,0.6567164179104478,0.5944767441860466,0.6147058823529412,0.64,
covid,4,synthetic_only_internal_cv,SepAware_VariedGrid_Best,CatBoost,0.640920716112532,0.7592592592592593,0.6590909090909092,0.6313320825515948,0.8236397748592871,1.0
covid,4,synthetic_only_internal_cv,SepAware_VariedGrid_Best,XGBoost,0.6961636828644502,0.7962962962962963,0.7204545454545455,0.6819887429643527,0.8236397748592871,1.0
covid,4,synthetic_only_internal_cv,SepAware_VariedGrid_Best,CatBoost,0.7467166979362101,0.8148148148148148,0.7619047619047619,0.7357142857142858,0.8803571428571428,2.0
covid,4,synthetic_only_internal_cv,SepAware_VariedGrid_Best,XGBoost,0.728395061728395,0.7962962962962963,0.7345215759849906,0.7232142857142857,0.8732142857142857,2.0
covid,4,synthetic_only_internal_cv,SepAware_VariedGrid_Best,CatBoost,0.81679012345679,0.8679245283018868,0.8262195121951219,0.8086538461538462,0.9211538461538461,3.0
covid,4,synthetic_only_internal_cv,SepAware_VariedGrid_Best,XGBoost,0.8140350877192982,0.8490566037735849,0.7957516339869282,0.8480769230769231,0.9365384615384615,3.0
covid,4,synthetic_only_internal_cv,SepAware_VariedGrid_Best,CatBoost,0.6768292682926829,0.7735849056603774,0.6893939393939394,0.6682692307692308,0.7923076923076923,4.0
covid,4,synthetic_only_internal_cv,SepAware_VariedGrid_Best,XGBoost,0.5691056910569106,0.6981132075471698,0.5746753246753247,0.5663461538461538,0.7403846153846154,4.0
covid,4,synthetic_only_internal_cv,SepAware_VariedGrid_Best,CatBoost,0.6918604651162791,0.8113207547169812,0.7701863354037267,0.6673076923076923,0.8807692307692307,5.0
covid,4,synthetic_only_internal_cv,SepAware_VariedGrid_Best,XGBoost,0.6918604651162791,0.8113207547169812,0.7701863354037267,0.6673076923076923,0.8692307692307693,5.0
covid,4,train_synthetic_test_real_cv,Fixed_Realism_only_sep0.0_anchor0.0,CatBoost,0.510551948051948,0.7313432835820896,0.5790322580645162,0.5288235294117647,0.4647058823529412,
covid,4,train_synthetic_test_real_cv,Fixed_Realism_only_sep0.0_anchor0.0,XGBoost,0.5129802699896158,0.6865671641791045,0.5271929824561403,0.518235294117647,0.4505882352941177,
covid,4,synthetic_only_internal_cv,Fixed_Realism_only_sep0.0_anchor0.0,CatBoost,0.41935483870967744,0.7222222222222222,0.375,0.47560975609756095,0.47842401500938087,1.0
covid,4,synthetic_only_internal_cv,Fixed_Realism_only_sep0.0_anchor0.0,XGBoost,0.41935483870967744,0.7222222222222222,0.375,0.47560975609756095,0.5666041275797374,1.0
covid,4,synthetic_only_internal_cv,Fixed_Realism_only_sep0.0_anchor0.0,CatBoost,0.5333333333333333,0.7407407407407407,0.63,0.5464285714285714,0.6375000000000001,2.0
covid,4,synthetic_only_internal_cv,Fixed_Realism_only_sep0.0_anchor0.0,XGBoost,0.5209934949733885,0.7222222222222222,0.5775510204081633,0.5339285714285714,0.5392857142857143,2.0
covid,4,synthetic_only_internal_cv,Fixed_Realism_only_sep0.0_anchor0.0,CatBoost,0.48376623376623373,0.660377358490566,0.4861111111111111,0.4894230769230769,0.3961538461538462,3.0
covid,4,synthetic_only_internal_cv,Fixed_Realism_only_sep0.0_anchor0.0,XGBoost,0.4613821138211382,0.6226415094339622,0.45995670995671,0.46442307692307694,0.4153846153846154,3.0
covid,4,synthetic_only_internal_cv,Fixed_Realism_only_sep0.0_anchor0.0,CatBoost,0.5062111801242236,0.7735849056603774,0.8846153846153846,0.5384615384615384,0.4326923076923077,4.0
covid,4,synthetic_only_internal_cv,Fixed_Realism_only_sep0.0_anchor0.0,XGBoost,0.4745538664904164,0.7169811320754716,0.5025510204081632,0.5009615384615385,0.43653846153846154,4.0
covid,4,synthetic_only_internal_cv,Fixed_Realism_only_sep0.0_anchor0.0,CatBoost,0.46464646464646464,0.6981132075471698,0.475,0.4884615384615385,0.6673076923076923,5.0
covid,4,synthetic_only_internal_cv,Fixed_Realism_only_sep0.0_anchor0.0,XGBoost,0.5446133509583608,0.7547169811320755,0.6377551020408163,0.551923076923077,0.6192307692307693,5.0
covid,4,train_synthetic_test_real_cv,Fixed_Sep_low_sep0.25_anchor0.0,CatBoost,0.5328440366972478,0.7164179104477612,0.5688559322033898,0.538235294117647,0.48705882352941177,
covid,4,train_synthetic_test_real_cv,Fixed_Sep_low_sep0.25_anchor0.0,XGBoost,0.5328440366972478,0.7164179104477612,0.5688559322033898,0.538235294117647,0.46,
covid,4,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,CatBoost,0.5209934949733885,0.7222222222222222,0.5520833333333334,0.5281425891181989,0.6116322701688556,1.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,XGBoost,0.5209934949733885,0.7222222222222222,0.5520833333333334,0.5281425891181989,0.626641651031895,1.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,CatBoost,0.5462184873949579,0.7592592592592593,0.7156862745098038,0.5589285714285714,0.6089285714285715,2.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,XGBoost,0.4666666666666667,0.7037037037037037,0.495,0.4982142857142857,0.5571428571428572,2.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,CatBoost,0.5190562613430127,0.7169811320754716,0.549645390070922,0.5269230769230769,0.6346153846153847,3.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,XGBoost,0.4264069264069264,0.6226415094339622,0.4191919191919192,0.43846153846153846,0.5653846153846154,3.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,CatBoost,0.4358543417366947,0.6415094339622641,0.42916666666666664,0.4509615384615384,0.47307692307692306,4.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,XGBoost,0.4847222222222222,0.7358490566037735,0.5466666666666666,0.5134615384615384,0.4211538461538462,4.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,CatBoost,0.46464646464646464,0.6981132075471698,0.475,0.4884615384615385,0.5461538461538462,5.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_low_sep0.25_anchor0.0,XGBoost,0.5069767441860465,0.6981132075471698,0.5232919254658386,0.5144230769230769,0.5115384615384616,5.0
covid,4,train_synthetic_test_real_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.548406862745098,0.6716417910447762,0.5512820512820513,0.5470588235294118,0.6105882352941177,
covid,4,train_synthetic_test_real_cv,Fixed_Sep_medium_sep0.5_anchor0.0,XGBoost,0.5332961827807189,0.6268656716417911,0.5329787234042553,0.5364705882352941,0.6070588235294118,
covid,4,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.6331521739130435,0.8148148148148148,0.9019607843137255,0.6153846153846154,0.6885553470919326,1.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,XGBoost,0.6331521739130435,0.8148148148148148,0.9019607843137255,0.6153846153846154,0.6848030018761726,1.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.5333333333333333,0.7407407407407407,0.63,0.5464285714285714,0.6098214285714285,2.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,XGBoost,0.4065934065934066,0.6851851851851852,0.3627450980392157,0.4625,0.56875,2.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.49523809523809526,0.6792452830188679,0.5027777777777778,0.5019230769230769,0.5557692307692308,3.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,XGBoost,0.5691056910569106,0.6981132075471698,0.5746753246753247,0.5663461538461538,0.6230769230769231,3.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.5691056910569106,0.6981132075471698,0.5746753246753247,0.5663461538461538,0.6692307692307693,4.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,XGBoost,0.750130958617077,0.8301886792452831,0.7802325581395348,0.7317307692307693,0.7365384615384616,4.0
covid,4,synthetic_only_internal_cv,Fixed_Sep_medium_sep0.5_anchor0.0,CatBoost,0.5550617283950617,0.6792452830188679,0.556910569105691,0.5538461538461539,0.5980769230769231,5.0
